age,annual_income,net_worth,savings_rate,debt_ratio,employment_years,investment_experience_years,time_horizon_years,emergency_fund_months,employment_status,primary_goal,liquidity_need,resources_used,q1,q2,q3,q4,q5,risk_tolerance,risk_capacity,combined_score,investor_type,stocks_target,bonds_target,cash_target,alts_target,curr_stock,curr_bonds,curr_cash,curr_alts
40,31855,2360693,0.14,0.204,16,2,11,1,employee,retirement,low,books,3,2,5,4,3,0.66,0.437,0.498,moderate,0.598,0.268,0.089,0.045,0.594,0.23,0.129,0.046
45,31863,2363717,0.167,0.494,22,5,13,1,retired,education,medium,books,2,1,3,3,4,0.48,0.261,0.413,moderate,0.612,0.259,0.086,0.043,0.636,0.287,0.075,0.002
41,31865,2363877,0.085,0.179,20,10,7,2,employee,retirement,low,friends,2,3,3,2,3,0.52,0.44,0.458,moderate,0.567,0.288,0.096,0.048,0.541,0.325,0.089,0.046
44,31885,2364418,0.103,0.122,28,0,5,1,employee,retirement,low,online,2,2,2,3,4,0.49,0.465,0.488,moderate,0.55,0.3,0.1,0.05,0.581,0.266,0.14,0.013
37,31886,2369067,0.094,0.618,15,2,20,1,employee,wealth_generation,medium,online,3,2,4,4,4,0.65,0.222,0.436,moderate,0.625,0.25,0.083,0.042,0.638,0.246,0.116,0.0
22,31907,2370454,0.047,0.186,0,21,14,8,employee,wealth_generation,medium,online,4,3,3,2,4,0.65,0.455,0.55,moderate,0.619,0.254,0.085,0.042,0.609,0.245,0.073,0.072
40,31913,2371258,0.123,0.327,21,10,3,7,employee,retirement,low,online,3,3,3,4,3,0.63,0.352,0.536,moderate,0.531,0.312,0.104,0.052,0.581,0.333,0.041,0.045
53,31919,2371742,0.314,0.157,34,6,25,4,self-employed,wealth_generation,low,books,3,3,3,3,4,0.63,0.486,0.559,moderate,0.625,0.25,0.083,0.042,0.629,0.223,0.089,0.059
49,31921,2372770,0.124,0.277,29,8,15,4,self-employed,wealth_generation,medium,books,1,3,4,1,3,0.48,0.393,0.395,moderate,0.625,0.25,0.083,0.042,0.629,0.244,0.053,0.075
49,31931,2374808,0.145,0.218,26,12,5,1,employee,wealth_generation,medium,books,4,2,3,2,3,0.57,0.414,0.467,moderate,0.55,0.3,0.1,0.05,0.571,0.332,0.085,0.012
51,31934,2376464,0.184,0.519,31,12,25,4,unemployed,retirement,low,advisor,4,5,3,2,3,0.72,0.258,0.569,moderate,0.625,0.25,0.083,0.042,0.573,0.285,0.08,0.062
42,31936,2378290,0.183,0.235,23,4,9,1,self-employed,retirement,low,advisor,1,3,4,2,3,0.51,0.4,0.455,moderate,0.583,0.278,0.093,0.046,0.578,0.274,0.134,0.013
43,31943,2378760,0.283,0.29,20,6,28,3,employee,retirement,low,none,2,5,3,4,3,0.68,0.431,0.571,moderate,0.625,0.25,0.083,0.042,0.677,0.242,0.056,0.025
37,31960,2379050,0.237,0.493,17,8,4,2,employee,retirement,high,books,4,4,3,2,2,0.64,0.267,0.472,moderate,0.541,0.306,0.102,0.051,0.533,0.297,0.108,0.062
39,31981,2379369,0.217,0.598,16,1,5,4,employee,retirement,high,online,5,4,1,3,3,0.67,0.213,0.442,moderate,0.55,0.3,0.1,0.05,0.496,0.271,0.136,0.097
46,31986,2379957,0.284,0.091,30,15,14,1,employee,wealth_generation,high,online,5,2,3,3,2,0.62,0.509,0.568,moderate,0.619,0.254,0.085,0.042,0.627,0.272,0.089,0.012
51,31988,2381259,0.097,0.401,33,6,2,1,employee,retirement,low,none,4,2,4,1,3,0.58,0.311,0.51,moderate,0.521,0.319,0.106,0.053,0.498,0.312,0.116,0.074
40,31989,2384491,0.176,0.217,18,5,2,4,employee,income,high,none,4,4,3,4,3,0.73,0.407,0.577,moderate,0.521,0.319,0.106,0.053,0.5,0.357,0.143,0.0
38,32016,2385052,0.248,0.294,22,14,17,4,employee,wealth_generation,low,books,4,3,4,3,3,0.69,0.403,0.518,moderate,0.625,0.25,0.083,0.042,0.558,0.242,0.155,0.045
42,32027,2385876,0.178,0.214,22,2,5,2,unemployed,wealth_generation,low,books,2,2,2,4,2,0.46,0.369,0.447,moderate,0.55,0.3,0.1,0.05,0.535,0.279,0.093,0.092
46,32035,2389068,0.311,0.223,25,1,22,1,employee,retirement,low,none,3,3,4,4,2,0.64,0.456,0.569,moderate,0.625,0.25,0.083,0.042,0.596,0.28,0.073,0.051
30,32037,2389461,0.059,0.123,14,9,10,5,employee,wealth_generation,low,advisor,3,3,3,3,4,0.63,0.479,0.575,moderate,0.591,0.273,0.091,0.045,0.585,0.278,0.089,0.048
23,32039,2389610,0.141,0.285,1,5,20,1,self-employed,retirement,low,books,2,3,3,3,2,0.52,0.4,0.484,moderate,0.625,0.25,0.083,0.042,0.612,0.241,0.119,0.028
37,32040,2391612,0.311,0.276,13,10,10,4,employee,home_purchase,low,none,2,3,4,3,3,0.59,0.396,0.46,moderate,0.591,0.273,0.091,0.045,0.567,0.255,0.076,0.102
32,32051,2392502,0.129,0.138,8,1,12,1,self-employed,retirement,low,advisor,2,3,3,1,4,0.52,0.46,0.492,moderate,0.605,0.263,0.088,0.044,0.593,0.247,0.101,0.058
37,32054,2394053,0.203,0.274,19,5,8,4,self-employed,retirement,low,advisor,2,5,3,1,3,0.59,0.377,0.512,moderate,0.575,0.283,0.094,0.047,0.63,0.279,0.091,0.0
40,32061,2394178,0.026,0.542,21,3,14,4,employee,education,medium,books,3,3,5,4,3,0.71,0.256,0.527,moderate,0.619,0.254,0.085,0.042,0.599,0.273,0.093,0.034
38,32074,2396537,0.193,0.341,22,10,8,5,employee,income,low,advisor,2,4,4,4,3,0.67,0.356,0.543,moderate,0.575,0.283,0.094,0.047,0.567,0.3,0.094,0.038
53,32079,2397606,0.272,0.252,34,3,6,3,employee,wealth_generation,medium,advisor,3,3,3,1,3,0.54,0.399,0.518,moderate,0.559,0.294,0.098,0.049,0.524,0.254,0.116,0.106
44,32082,2400676,0.13,0.461,24,6,3,0,retired,retirement,medium,none,3,2,4,4,4,0.65,0.26,0.507,moderate,0.531,0.312,0.104,0.052,0.522,0.313,0.12,0.045
44,32083,2401364,0.019,0.286,22,11,3,5,self-employed,home_purchase,low,books,2,4,4,3,4,0.67,0.359,0.564,moderate,0.531,0.312,0.104,0.052,0.573,0.299,0.044,0.084
46,32090,2403952,0.024,0.111,26,14,8,3,retired,education,low,books,2,3,1,1,1,0.35,0.445,0.383,moderate,0.575,0.283,0.094,0.047,0.547,0.282,0.14,0.03
32,32115,2406045,0.25,0.276,9,10,16,5,retired,retirement,low,advisor,4,2,2,3,2,0.53,0.381,0.394,moderate,0.625,0.25,0.083,0.042,0.644,0.28,0.07,0.006
50,32118,2406432,0.199,0.134,28,6,6,5,employee,retirement,low,online,4,5,1,4,1,0.64,0.462,0.559,moderate,0.559,0.294,0.098,0.049,0.548,0.326,0.069,0.058
41,32123,2406780,0.061,0.365,25,7,8,3,self-employed,education,medium,advisor,2,3,2,3,3,0.51,0.33,0.437,moderate,0.575,0.283,0.094,0.047,0.547,0.279,0.117,0.057
47,32143,2409457,0.039,0.529,30,9,21,10,retired,retirement,medium,advisor,1,4,3,3,2,0.52,0.256,0.409,moderate,0.625,0.25,0.083,0.042,0.629,0.297,0.025,0.048
33,32145,2409841,0.22,0.209,11,13,14,3,self-employed,wealth_generation,low,advisor,3,2,2,3,4,0.54,0.428,0.493,moderate,0.619,0.254,0.085,0.042,0.654,0.27,0.025,0.052
29,32148,2411224,0.222,0.236,11,13,22,4,employee,retirement,low,friends,3,3,3,3,2,0.57,0.449,0.528,moderate,0.625,0.25,0.083,0.042,0.581,0.258,0.153,0.008
48,32160,2412859,0.066,0.231,31,15,21,4,employee,wealth_generation,low,online,3,3,4,2,2,0.58,0.449,0.556,moderate,0.625,0.25,0.083,0.042,0.642,0.198,0.089,0.071
45,32163,2413386,0.113,0.18,21,11,3,3,employee,retirement,medium,online,5,3,4,4,4,0.8,0.429,0.626,moderate,0.531,0.312,0.104,0.052,0.533,0.345,0.121,0.0
34,32166,2414410,0.214,0.378,11,2,24,4,employee,wealth_generation,low,advisor,4,4,4,3,4,0.77,0.369,0.604,moderate,0.625,0.25,0.083,0.042,0.626,0.189,0.128,0.057
35,32167,2415520,0.158,0.302,12,10,3,5,employee,home_purchase,low,books,5,3,3,2,3,0.67,0.365,0.594,moderate,0.531,0.312,0.104,0.052,0.489,0.328,0.11,0.073
51,32174,2416724,0.288,0.065,33,11,22,4,employee,wealth_generation,high,friends,3,3,3,3,5,0.66,0.549,0.567,moderate,0.625,0.25,0.083,0.042,0.619,0.227,0.051,0.103
32,32176,2420104,0.149,0.403,8,13,12,3,employee,home_purchase,low,books,2,3,2,4,4,0.57,0.33,0.466,moderate,0.605,0.263,0.088,0.044,0.608,0.242,0.065,0.086
55,32182,2420212,0.189,0.137,32,14,12,4,retired,wealth_generation,low,books,5,3,3,4,4,0.76,0.443,0.568,moderate,0.605,0.263,0.088,0.044,0.557,0.26,0.112,0.07
34,32212,2420342,0.155,0.559,17,7,15,0,employee,wealth_generation,medium,online,1,2,4,3,4,0.52,0.249,0.404,moderate,0.625,0.25,0.083,0.042,0.661,0.266,0.042,0.031
47,32227,2421113,0.278,0.214,25,9,20,1,employee,wealth_generation,low,books,4,3,4,4,4,0.75,0.456,0.636,moderate,0.625,0.25,0.083,0.042,0.609,0.248,0.102,0.041
39,32232,2422110,0.133,0.302,16,0,13,1,retired,retirement,low,online,2,3,3,2,4,0.55,0.361,0.42,moderate,0.612,0.259,0.086,0.043,0.655,0.308,0.037,0.0
46,32238,2422580,0.097,0.075,24,7,10,3,student,retirement,medium,online,2,3,4,3,3,0.59,0.46,0.544,moderate,0.591,0.273,0.091,0.045,0.613,0.247,0.079,0.061
37,32240,2422695,0.119,0.203,13,6,4,5,self-employed,retirement,low,online,3,3,5,2,1,0.59,0.404,0.495,moderate,0.541,0.306,0.102,0.051,0.521,0.316,0.137,0.026
40,32247,2423667,0.235,0.383,18,16,17,4,self-employed,retirement,medium,none,4,3,2,3,3,0.61,0.34,0.534,moderate,0.625,0.25,0.083,0.042,0.603,0.267,0.07,0.06
42,32251,2424642,0.153,0.251,20,13,4,7,student,wealth_generation,low,online,2,4,4,5,3,0.7,0.357,0.577,moderate,0.541,0.306,0.102,0.051,0.551,0.293,0.141,0.015
33,32261,2432458,0.124,0.45,17,11,16,0,retired,retirement,low,online,3,3,3,3,3,0.6,0.29,0.46,moderate,0.625,0.25,0.083,0.042,0.67,0.194,0.09,0.045
47,32263,2436366,0.162,0.286,30,1,12,4,retired,wealth_generation,low,online,3,3,3,2,2,0.54,0.367,0.464,moderate,0.605,0.263,0.088,0.044,0.589,0.32,0.057,0.035
37,32266,2437178,0.07,0.474,17,5,9,2,self-employed,wealth_generation,low,advisor,3,5,5,4,3,0.81,0.276,0.643,moderate,0.583,0.278,0.093,0.046,0.611,0.281,0.08,0.028
40,32273,2438074,0.006,0.57,24,9,13,0,employee,education,medium,books,3,1,3,3,5,0.56,0.24,0.428,moderate,0.612,0.259,0.086,0.043,0.63,0.254,0.092,0.024
34,32280,2439473,0.109,0.242,12,0,17,5,employee,wealth_generation,low,online,3,3,3,3,4,0.63,0.432,0.511,moderate,0.625,0.25,0.083,0.042,0.622,0.221,0.037,0.12
21,32284,2439497,0.174,0.283,1,3,23,1,self-employed,wealth_generation,low,advisor,2,4,4,3,3,0.64,0.41,0.514,moderate,0.625,0.25,0.083,0.042,0.652,0.229,0.057,0.062
40,32285,2442396,0.197,0.401,20,13,7,2,employee,home_purchase,medium,books,3,4,3,2,4,0.65,0.322,0.513,moderate,0.567,0.288,0.096,0.048,0.529,0.309,0.108,0.055
61,32290,2442556,0.227,0.153,38,2,23,2,retired,wealth_generation,low,friends,2,3,3,2,1,0.46,0.467,0.496,moderate,0.625,0.25,0.083,0.042,0.602,0.28,0.074,0.044
48,32310,2442621,0.267,0.418,24,1,25,5,employee,wealth_generation,low,online,3,1,2,4,3,0.49,0.348,0.419,moderate,0.625,0.25,0.083,0.042,0.599,0.267,0.057,0.078
41,32314,2443324,0.136,0.292,25,8,18,4,retired,wealth_generation,high,online,3,2,3,4,3,0.58,0.378,0.466,moderate,0.625,0.25,0.083,0.042,0.676,0.204,0.116,0.004
39,32317,2444725,0.204,0.346,20,15,20,2,employee,wealth_generation,low,advisor,2,2,3,3,3,0.5,0.38,0.452,moderate,0.625,0.25,0.083,0.042,0.636,0.259,0.073,0.032
42,32329,2444980,0.049,0.077,25,12,15,1,employee,retirement,medium,online,2,4,2,3,2,0.53,0.521,0.536,moderate,0.625,0.25,0.083,0.042,0.617,0.268,0.076,0.04
46,32365,2445805,0.041,0.364,22,17,2,1,employee,retirement,low,books,5,4,2,3,2,0.68,0.331,0.556,moderate,0.521,0.319,0.106,0.053,0.55,0.293,0.11,0.047
32,32377,2446366,0.068,0.19,8,10,13,1,employee,retirement,medium,books,3,3,4,2,2,0.58,0.452,0.478,moderate,0.612,0.259,0.086,0.043,0.625,0.225,0.098,0.052
50,32402,2454467,0.143,0.384,34,6,16,5,employee,wealth_generation,low,none,4,4,2,4,2,0.66,0.35,0.545,moderate,0.625,0.25,0.083,0.042,0.596,0.184,0.133,0.087
47,32407,2458796,0.092,0.262,29,15,23,6,employee,retirement,low,books,3,2,3,5,3,0.61,0.436,0.548,moderate,0.625,0.25,0.083,0.042,0.656,0.232,0.112,0.0
47,32428,2460559,0.11,0.175,24,6,13,7,retired,home_purchase,low,online,3,2,3,2,3,0.52,0.427,0.47,moderate,0.612,0.259,0.086,0.043,0.649,0.284,0.067,0.0
45,32429,2461586,0.183,0.504,28,5,17,5,employee,wealth_generation,medium,books,3,3,2,3,2,0.53,0.283,0.465,moderate,0.625,0.25,0.083,0.042,0.598,0.203,0.086,0.112
42,32438,2462691,0.125,0.364,25,6,15,6,retired,education,medium,online,3,3,1,4,1,0.49,0.334,0.441,moderate,0.625,0.25,0.083,0.042,0.616,0.209,0.138,0.037
47,32444,2462754,0.164,0.581,30,11,7,5,unemployed,home_purchase,low,online,1,4,2,1,4,0.48,0.2,0.342,conservative,0.327,0.481,0.144,0.048,0.371,0.42,0.161,0.049
46,32445,2462923,0.136,0.21,26,14,5,7,employee,wealth_generation,low,online,2,4,2,1,3,0.5,0.419,0.482,moderate,0.55,0.3,0.1,0.05,0.545,0.333,0.081,0.042
39,32454,2463746,0.081,0.314,15,5,16,5,self-employed,retirement,low,books,2,3,4,4,3,0.62,0.376,0.466,moderate,0.625,0.25,0.083,0.042,0.618,0.271,0.075,0.036
37,32458,2464212,0.048,0.3,15,6,7,3,employee,income,medium,online,4,2,3,3,5,0.66,0.376,0.532,moderate,0.567,0.288,0.096,0.048,0.578,0.291,0.058,0.073
42,32470,2464655,0.098,0.33,20,13,7,2,employee,income,low,online,4,3,3,5,2,0.68,0.36,0.54,moderate,0.567,0.288,0.096,0.048,0.591,0.239,0.082,0.088
54,32486,2465105,0.041,0.043,37,1,14,4,employee,retirement,low,books,1,2,3,4,4,0.51,0.537,0.541,moderate,0.619,0.254,0.085,0.042,0.623,0.245,0.051,0.08
32,32490,2468444,0.177,0.182,15,11,17,4,employee,education,low,online,3,3,2,5,4,0.65,0.467,0.668,aggressive,0.792,0.125,0.042,0.042,0.726,0.137,0.094,0.043
30,32507,2468852,0.218,0.455,10,6,13,4,self-employed,retirement,low,books,3,3,4,3,1,0.58,0.293,0.457,moderate,0.612,0.259,0.086,0.043,0.607,0.253,0.108,0.033
43,32520,2472318,0.121,0.232,21,5,20,4,employee,retirement,low,advisor,5,4,3,3,3,0.75,0.447,0.673,aggressive,0.792,0.125,0.042,0.042,0.8,0.116,0.032,0.052
42,32521,2472654,0.131,0.517,20,6,6,4,employee,wealth_generation,medium,advisor,1,2,5,4,1,0.5,0.258,0.444,moderate,0.559,0.294,0.098,0.049,0.587,0.25,0.104,0.059
43,32529,2472909,0.224,0.149,19,6,7,1,retired,retirement,low,advisor,2,1,2,3,5,0.47,0.423,0.411,moderate,0.567,0.288,0.096,0.048,0.572,0.259,0.109,0.06
43,32549,2473354,0.095,0.672,25,10,14,2,employee,home_purchase,low,online,4,3,3,2,4,0.65,0.184,0.504,moderate,0.619,0.254,0.085,0.042,0.616,0.237,0.09,0.057
40,32567,2473670,0.066,0.334,24,14,18,6,self-employed,wealth_generation,low,advisor,4,2,1,3,3,0.52,0.37,0.439,moderate,0.625,0.25,0.083,0.042,0.721,0.242,0.018,0.02
53,32567,2475474,0.153,0.369,29,6,12,4,unemployed,education,medium,online,3,1,2,3,2,0.43,0.312,0.383,moderate,0.605,0.263,0.088,0.044,0.612,0.299,0.063,0.027
29,32575,2476856,0.182,0.222,13,12,1,2,self-employed,retirement,low,books,4,5,2,4,3,0.74,0.387,0.668,aggressive,0.728,0.163,0.054,0.054,0.725,0.14,0.083,0.052
35,32602,2478929,0.173,0.452,12,10,15,5,employee,home_purchase,low,advisor,2,2,4,2,3,0.51,0.309,0.445,moderate,0.625,0.25,0.083,0.042,0.652,0.279,0.015,0.054
41,32608,2479245,0.197,0.275,21,4,18,2,employee,retirement,medium,none,2,4,3,4,4,0.66,0.417,0.543,moderate,0.625,0.25,0.083,0.042,0.605,0.253,0.064,0.078
28,32613,2479548,0.04,0.327,5,8,7,3,employee,wealth_generation,low,advisor,3,4,3,3,4,0.68,0.362,0.566,moderate,0.567,0.288,0.096,0.048,0.578,0.284,0.083,0.055
40,32614,2481761,0.139,0.087,18,9,3,2,employee,wealth_generation,medium,online,2,5,4,5,2,0.72,0.479,0.578,moderate,0.531,0.312,0.104,0.052,0.576,0.269,0.097,0.058
55,32631,2483875,0.099,0.308,31,0,12,5,student,retirement,low,online,2,3,3,3,2,0.52,0.349,0.484,moderate,0.605,0.263,0.088,0.044,0.617,0.287,0.096,0.0
42,32645,2484801,0.208,0.43,25,5,2,4,retired,income,low,books,3,3,2,3,3,0.56,0.274,0.426,moderate,0.521,0.319,0.106,0.053,0.475,0.341,0.116,0.068
43,32647,2486214,0.243,0.133,19,20,10,3,employee,retirement,low,online,4,3,2,3,3,0.61,0.475,0.482,moderate,0.591,0.273,0.091,0.045,0.602,0.258,0.072,0.069
31,32650,2486335,0.109,0.351,11,8,2,6,employee,education,low,books,2,3,2,3,2,0.48,0.338,0.412,moderate,0.521,0.319,0.106,0.053,0.518,0.333,0.081,0.068
37,32652,2488361,0.057,0.031,17,5,6,6,retired,wealth_generation,medium,online,2,3,4,3,5,0.65,0.479,0.566,moderate,0.559,0.294,0.098,0.049,0.548,0.311,0.094,0.048
38,32652,2488706,0.102,0.471,22,4,9,4,self-employed,retirement,low,online,2,4,3,2,3,0.57,0.277,0.468,moderate,0.583,0.278,0.093,0.046,0.587,0.259,0.079,0.076
39,32656,2488784,0.06,0.571,18,3,4,6,employee,home_purchase,low,books,1,3,3,2,2,0.44,0.226,0.32,conservative,0.286,0.51,0.153,0.051,0.281,0.453,0.177,0.089
52,32658,2492011,0.118,0.206,34,5,4,4,retired,retirement,low,friends,4,3,3,3,3,0.65,0.387,0.555,moderate,0.541,0.306,0.102,0.051,0.502,0.271,0.137,0.089
46,32704,2494423,0.161,0.094,28,3,18,4,unemployed,retirement,low,online,3,5,5,4,3,0.81,0.466,0.652,aggressive,0.792,0.125,0.042,0.042,0.755,0.116,0.04,0.09
33,32707,2496100,0.306,0.318,15,2,2,3,employee,retirement,low,books,3,4,2,5,4,0.7,0.355,0.56,moderate,0.521,0.319,0.106,0.053,0.541,0.305,0.105,0.049
43,32717,2497272,0.133,0.035,24,5,15,2,employee,retirement,medium,friends,3,3,4,3,4,0.67,0.545,0.652,aggressive,0.792,0.125,0.042,0.042,0.751,0.137,0.054,0.058
45,32726,2499653,0.094,0.253,21,8,18,1,retired,wealth_generation,high,friends,4,3,3,3,2,0.62,0.4,0.565,moderate,0.625,0.25,0.083,0.042,0.66,0.227,0.067,0.046
51,32729,2502565,0.08,0.174,28,2,4,5,employee,retirement,low,online,1,3,2,5,3,0.52,0.436,0.525,moderate,0.541,0.306,0.102,0.051,0.599,0.332,0.069,0.0
54,32737,2502569,0.082,0.249,33,1,6,1,retired,wealth_generation,low,advisor,3,2,5,3,2,0.6,0.371,0.486,moderate,0.559,0.294,0.098,0.049,0.513,0.282,0.112,0.093
33,32744,2503256,0.087,0.023,10,1,14,3,employee,education,low,online,4,3,4,3,3,0.69,0.549,0.642,moderate,0.619,0.254,0.085,0.042,0.604,0.253,0.064,0.079
35,32750,2503426,0.209,0.055,12,4,8,2,employee,income,low,online,1,4,3,3,3,0.55,0.511,0.545,moderate,0.575,0.283,0.094,0.047,0.494,0.287,0.137,0.081
31,32753,2505305,0.043,0.02,15,3,11,3,employee,education,low,advisor,3,4,2,4,1,0.58,0.54,0.602,moderate,0.598,0.268,0.089,0.045,0.639,0.238,0.073,0.05
40,32760,2506015,0.374,0.303,16,7,19,2,employee,retirement,low,online,1,4,2,3,3,0.51,0.403,0.458,moderate,0.625,0.25,0.083,0.042,0.637,0.266,0.03,0.068
45,32762,2506049,0.157,0.281,29,6,5,5,employee,wealth_generation,low,online,3,3,4,2,4,0.64,0.382,0.492,moderate,0.55,0.3,0.1,0.05,0.537,0.303,0.087,0.073
49,32765,2506155,0.162,0.158,32,4,14,7,employee,wealth_generation,low,books,3,1,2,1,1,0.34,0.473,0.419,moderate,0.619,0.254,0.085,0.042,0.664,0.224,0.112,0.0
41,32771,2509166,0.125,0.313,17,12,23,6,employee,home_purchase,low,books,3,4,3,4,3,0.68,0.407,0.611,moderate,0.625,0.25,0.083,0.042,0.593,0.27,0.096,0.041
39,32785,2509956,0.192,0.434,17,7,3,4,employee,wealth_generation,low,books,5,4,2,3,2,0.68,0.297,0.536,moderate,0.531,0.312,0.104,0.052,0.535,0.282,0.117,0.067
43,32800,2510833,0.147,0.176,27,1,3,7,employee,wealth_generation,medium,books,3,5,2,2,2,0.6,0.432,0.5,moderate,0.531,0.312,0.104,0.052,0.524,0.305,0.097,0.074
35,32810,2511152,0.119,0.399,17,4,12,3,employee,retirement,low,online,3,5,4,1,3,0.68,0.333,0.606,moderate,0.605,0.263,0.088,0.044,0.632,0.24,0.124,0.005
58,32815,2511388,0.105,0.32,42,17,25,3,unemployed,wealth_generation,low,friends,2,4,2,2,2,0.5,0.367,0.45,moderate,0.625,0.25,0.083,0.042,0.605,0.264,0.094,0.037
29,32817,2514640,0.267,0.039,9,18,6,2,employee,retirement,low,online,2,4,3,4,2,0.6,0.514,0.546,moderate,0.559,0.294,0.098,0.049,0.572,0.308,0.09,0.031
43,32818,2516733,0.111,0.214,24,4,8,6,self-employed,wealth_generation,medium,none,4,2,4,3,4,0.67,0.41,0.599,moderate,0.575,0.283,0.094,0.047,0.559,0.277,0.125,0.04
58,32819,2517781,0.141,0.262,35,2,4,2,employee,home_purchase,low,books,1,2,4,3,1,0.43,0.39,0.464,moderate,0.541,0.306,0.102,0.051,0.583,0.272,0.115,0.03
42,32828,2517904,0.123,0.349,18,6,9,4,employee,income,low,none,2,3,2,4,4,0.57,0.355,0.436,moderate,0.583,0.278,0.093,0.046,0.622,0.289,0.063,0.026
40,32828,2519134,0.054,0.18,21,6,2,5,employee,home_purchase,low,online,4,4,2,4,4,0.72,0.427,0.619,moderate,0.521,0.319,0.106,0.053,0.523,0.383,0.093,0.0
39,32832,2519910,0.086,0.57,21,5,9,4,employee,home_purchase,low,advisor,3,1,1,4,1,0.39,0.234,0.367,moderate,0.583,0.278,0.093,0.046,0.662,0.265,0.072,0.0
40,32833,2521403,0.087,0.328,21,7,12,1,self-employed,wealth_generation,high,books,2,3,2,5,3,0.57,0.359,0.483,moderate,0.605,0.263,0.088,0.044,0.605,0.283,0.078,0.034
52,32853,2522813,0.193,0.213,34,3,26,4,unemployed,wealth_generation,low,online,4,4,1,4,3,0.65,0.427,0.565,moderate,0.625,0.25,0.083,0.042,0.657,0.217,0.084,0.042
24,32899,2522944,0.135,0.088,3,2,18,5,employee,wealth_generation,medium,online,3,3,4,5,2,0.67,0.525,0.608,moderate,0.625,0.25,0.083,0.042,0.604,0.221,0.101,0.074
54,32901,2523737,0.214,0.134,38,7,18,2,employee,retirement,low,books,3,4,3,3,3,0.65,0.498,0.635,moderate,0.625,0.25,0.083,0.042,0.593,0.269,0.094,0.044
30,32906,2530854,0.196,0.255,13,15,6,4,employee,home_purchase,low,none,5,4,5,5,3,0.89,0.399,0.66,aggressive,0.755,0.147,0.049,0.049,0.736,0.146,0.08,0.038
39,32928,2532451,0.087,0.257,16,2,3,5,retired,retirement,medium,none,3,5,2,4,4,0.72,0.36,0.568,moderate,0.531,0.312,0.104,0.052,0.536,0.282,0.116,0.066
38,32936,2533295,0.165,0.365,20,9,13,7,employee,retirement,medium,friends,3,3,3,4,4,0.66,0.355,0.602,moderate,0.612,0.259,0.086,0.043,0.631,0.246,0.088,0.036
46,32937,2535740,0.204,0.346,27,6,12,3,self-employed,retirement,medium,advisor,4,2,5,4,3,0.71,0.35,0.547,moderate,0.605,0.263,0.088,0.044,0.595,0.251,0.127,0.028
29,32943,2536475,0.18,0.144,13,4,12,0,employee,retirement,low,friends,2,2,4,1,4,0.51,0.475,0.45,moderate,0.605,0.263,0.088,0.044,0.646,0.263,0.063,0.027
45,32962,2536820,0.173,0.294,27,12,4,3,employee,retirement,medium,books,3,3,1,1,2,0.43,0.373,0.407,moderate,0.541,0.306,0.102,0.051,0.575,0.321,0.073,0.032
58,32962,2537020,0.203,0.026,42,6,11,4,employee,wealth_generation,medium,none,2,4,3,5,4,0.69,0.538,0.662,aggressive,0.777,0.134,0.045,0.045,0.776,0.151,0.031,0.042
31,32962,2537049,0.04,0.223,11,8,5,6,retired,home_purchase,low,friends,2,4,3,2,3,0.57,0.382,0.494,moderate,0.55,0.3,0.1,0.05,0.532,0.345,0.044,0.079
43,32977,2540279,0.201,0.364,27,6,10,6,student,education,low,online,5,4,4,5,4,0.88,0.317,0.64,moderate,0.591,0.273,0.091,0.045,0.544,0.25,0.102,0.104
36,32989,2544699,0.107,0.223,12,1,3,6,employee,wealth_generation,low,online,2,4,5,1,3,0.62,0.408,0.55,moderate,0.531,0.312,0.104,0.052,0.595,0.252,0.123,0.03
45,33003,2545401,0.167,0.401,23,8,19,4,employee,education,low,advisor,2,3,4,4,3,0.62,0.347,0.585,moderate,0.625,0.25,0.083,0.042,0.643,0.239,0.103,0.014
42,33009,2546461,0.1,0.55,19,6,1,4,employee,wealth_generation,low,none,4,1,1,4,1,0.44,0.233,0.35,conservative,0.239,0.543,0.163,0.054,0.22,0.566,0.147,0.067
36,33022,2546561,0.231,0.298,12,1,23,0,employee,income,medium,books,2,4,3,1,4,0.57,0.416,0.571,moderate,0.625,0.25,0.083,0.042,0.602,0.245,0.111,0.042
45,33026,2548155,0.149,0.116,22,8,19,3,employee,wealth_generation,low,friends,2,3,2,2,1,0.42,0.512,0.469,moderate,0.625,0.25,0.083,0.042,0.632,0.234,0.069,0.064
56,33030,2549988,0.182,0.216,38,0,16,6,retired,retirement,low,advisor,3,4,3,3,2,0.62,0.415,0.512,moderate,0.625,0.25,0.083,0.042,0.633,0.226,0.073,0.068
40,33036,2550930,0.217,0.013,18,3,27,4,employee,education,low,friends,2,2,3,5,4,0.59,0.599,0.643,moderate,0.625,0.25,0.083,0.042,0.66,0.185,0.118,0.037
47,33043,2551681,0.252,0.296,25,11,3,3,retired,home_purchase,medium,books,4,5,3,4,3,0.78,0.341,0.594,moderate,0.531,0.312,0.104,0.052,0.532,0.288,0.114,0.066
31,33046,2554282,0.202,0.393,9,1,14,1,student,retirement,medium,books,3,2,3,2,2,0.49,0.311,0.372,moderate,0.619,0.254,0.085,0.042,0.656,0.236,0.055,0.053
